ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,geneNums
MITOCHONDRIAL TRANSLATIONAL ELONGATION,MITOCHONDRIAL TRANSLATIONAL ELONGATION,87,-0.752323332654042,-2.58621825172939,1e-10,4.28145161290323e-09,2.73938879456706e-09,2167,tags=74%, list=16%, signal=62%,92259/51263/63931/64975/64432/28977/64965/6183/51021/65993/26589/7818/51650/64983/57129/51258/51318/28957/64976/84545/28998/55052/51264/63875/64979/6182/128308/116541/54998/51253/740/64960/7284/116540/64981/219927/64963/6150/29093/51081/118487/51649/29088/64951/79590/54460/122704/64949/51073/65005/51023/56945/10884/64978/28973/51373/64968/29074/10102/51069/65003/55168/54948/64928,64
MITOCHONDRIAL TRANSLATION TERMINATION,MITOCHONDRIAL TRANSLATION TERMINATION,86,-0.746934047709771,-2.58449022169047,1e-10,4.28145161290323e-09,2.73938879456706e-09,2167,tags=79%, list=16%, signal=67%,54148/64969/124995/26284/51642/90480/92259/51263/63931/64975/64432/28977/64965/6183/51021/65993/26589/7818/51650/64983/57129/51258/51318/28957/64976/84545/28998/55052/51264/63875/64979/6182/128308/116541/54998/51253/740/64960/116540/64981/219927/64963/6150/29093/51081/118487/51649/29088/64951/79590/54460/122704/64949/51073/65005/51023/56945/10884/64978/28973/51373/64968/29074/51069/65003/55168/54948/64928,68
MITOTIC ANAPHASE,MITOTIC ANAPHASE,163,-0.661971211583474,-2.57846426612514,1e-10,4.28145161290323e-09,2.73938879456706e-09,2893,tags=55%, list=22%, signal=44%,51433/7514/9491/79003/701/5695/5905/8655/55055/5700/4001/5716/5693/5682/57122/8243/7443/10726/9861/1058/11243/5528/2491/2010/54821/5719/7311/51434/5688/55143/64105/80776/699/81930/5690/57405/1062/51143/5702/64946/9735/113130/83540/10393/9700/5717/5715/11130/23421/55166/10213/11065/5713/5706/51529/91687/147841/5694/5685/220134/991/8815/79980/5683/7324/55839/10403/4085/5691/5689/9184/5347/9232/11004/5684/5701/332/79023/9212/79019/79902/5710/5692/5686/5687/5699/5696/5720/5721/5698,90
MITOTIC METAPHASE AND ANAPHASE,MITOTIC METAPHASE AND ANAPHASE,164,-0.663447065797731,-2.57264481894315,1e-10,4.28145161290323e-09,2.73938879456706e-09,2893,tags=55%, list=22%, signal=44%,51433/7514/9491/79003/701/5695/5905/8655/55055/5700/4001/5716/5693/5682/57122/8243/7443/10726/9861/1058/11243/5528/2491/2010/54821/5719/7311/51434/5688/55143/64105/80776/699/81930/5690/57405/1062/51143/5702/64946/9735/113130/83540/10393/9700/5717/5715/11130/23421/55166/10213/11065/5713/5706/51529/91687/147841/5694/5685/220134/991/8815/79980/5683/7324/55839/10403/4085/5691/5689/9184/5347/26271/9232/11004/5684/5701/332/79023/9212/79019/79902/5710/5692/5686/5687/5699/5696/5720/5721/5698,91
MITOCHONDRIAL TRANSLATION,MITOCHONDRIAL TRANSLATION,106,-0.7260735290609,-2.56966507850225,1e-10,4.28145161290323e-09,2.73938879456706e-09,2790,tags=73%, list=21%, signal=58%,55278/54148/64969/124995/55157/26284/123263/51642/90480/92259/51263/63931/64975/64432/28977/64965/6183/51021/51067/65993/26589/7818/51650/64983/57129/51258/51318/28957/64976/84545/4701/28998/55052/51264/63875/64979/6182/128308/116541/54998/51253/740/64960/7284/116540/64981/283459/219927/64963/6150/29093/51081/118487/51649/29088/64951/79590/54460/122704/64949/51073/65005/51023/56945/10884/64978/28973/51373/64968/29074/10102/80222/51069/65003/55168/54948/64928,77
CELLULAR RESPONSE TO TYPE I INTERFERON,CELLULAR RESPONSE TO TYPE I INTERFERON,51,-0.822153307846558,-2.56930340156335,1e-10,4.28145161290323e-09,2.73938879456706e-09,970,tags=65%, list=7%, signal=60%,3662/91543/8519/25939/103/3135/2634/6672/4940/4599/4939/54739/2537/3660/3669/3665/4938/8638/3433/3437/3429/3434/9636/6772/3107/3133/3106/10379/3105/3430/3134/3659/5696,33
TYPE I INTERFERON SIGNALING PATHWAY,TYPE I INTERFERON SIGNALING PATHWAY,51,-0.822153307846558,-2.56930340156335,1e-10,4.28145161290323e-09,2.73938879456706e-09,970,tags=65%, list=7%, signal=60%,3662/91543/8519/25939/103/3135/2634/6672/4940/4599/4939/54739/2537/3660/3669/3665/4938/8638/3433/3437/3429/3434/9636/6772/3107/3133/3106/10379/3105/3430/3134/3659/5696,33
MITOCHONDRIAL TRANSLATIONAL TERMINATION,MITOCHONDRIAL TRANSLATIONAL TERMINATION,87,-0.745276026967819,-2.56199213803579,1e-10,4.28145161290323e-09,2.73938879456706e-09,2167,tags=78%, list=16%, signal=66%,54148/64969/124995/26284/51642/90480/92259/51263/63931/64975/64432/28977/64965/6183/51021/65993/26589/7818/51650/64983/57129/51258/51318/28957/64976/84545/28998/55052/51264/63875/64979/6182/128308/116541/54998/51253/740/64960/116540/64981/219927/64963/6150/29093/51081/118487/51649/29088/64951/79590/54460/122704/64949/51073/65005/51023/56945/10884/64978/28973/51373/64968/29074/51069/65003/55168/54948/64928,68
TRANSLATIONAL TERMINATION,TRANSLATIONAL TERMINATION,94,-0.739690717754524,-2.56064991512313,1e-10,4.28145161290323e-09,2.73938879456706e-09,2167,tags=69%, list=16%, signal=58%,90480/92259/51263/63931/64975/64432/28977/64965/6183/51021/65993/26589/6059/7818/51650/64983/57129/51258/51318/28957/64976/84545/51504/28998/55052/51264/63875/64979/6182/128308/116541/54998/51253/740/64960/116540/64981/219927/64963/6150/29093/51081/118487/51649/29088/64951/79590/54460/122704/64949/51073/65005/51023/56945/10884/64978/28973/51373/64968/29074/51069/65003/55168/54948/64928,65
INTERFERON GAMMA SIGNALING,INTERFERON GAMMA SIGNALING,81,-0.752550610897315,-2.55997416807191,1e-10,4.28145161290323e-09,2.73938879456706e-09,1042,tags=48%, list=8%, signal=45%,3119/3662/10346/3117/3118/3135/2634/10475/6672/80263/4940/4939/8651/3717/5777/7726/3660/3115/3665/4938/8638/3127/115362/3123/2633/3113/4261/3122/10437/567/6737/3107/3133/3106/10379/3105/3134/3659/115361,39
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,187,-0.650071984853599,-2.55317925534414,1e-10,4.28145161290323e-09,2.73938879456706e-09,3096,tags=54%, list=23%, signal=42%,1537/10574/10921/10236/6950/220988/22948/7514/6732/5230/3475/51020/5093/1964/5634/3184/7307/8886/6240/1973/5682/7913/5901/10935/1965/5478/3329/10987/6059/5688/4176/26354/6633/54107/4174/1017/5690/9136/56910/7411/4173/4171/7203/10728/4175/8318/3608/5984/6632/6204/6634/10549/10213/7398/5713/1019/7284/5706/3251/4706/3183/5036/6627/7419/55651/57819/6150/5685/6626/9377/991/3068/3838/7555/2547/10528/51491/5902/6194/5683/2079/7324/1207/4085/1854/5691/9184/5425/4830/65005/7298/6637/6742/708/1478/51690/890/3336/28973/5111/5687,101
INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY,INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY,63,-0.793424118191187,-2.54853358618202,1e-10,4.28145161290323e-09,2.73938879456706e-09,1042,tags=56%, list=8%, signal=51%,3119/3662/10346/3117/3118/3135/2634/10475/6672/4940/4939/3717/7726/3660/3115/3665/4938/8638/3127/3123/2633/3113/4261/3122/6772/10437/567/6737/3107/3133/3106/10379/3105/3134/3659,35
S PHASE,S PHASE,150,-0.665088401841351,-2.53784729039834,1e-10,4.28145161290323e-09,2.73938879456706e-09,2414,tags=52%, list=18%, signal=43%,5716/157570/5693/5682/5985/8243/5983/55957/9861/5928/6119/286826/1763/5719/7311/51434/5427/5688/4176/54107/2237/4174/10714/1027/1017/5558/5690/7029/64785/5702/4173/9837/1869/113130/4171/4175/10393/8318/5717/6118/5715/5984/10213/11065/5713/1019/9978/898/56655/5706/51529/5694/5685/4172/5982/5683/1163/23649/7324/5691/5689/5425/5684/5701/5557/890/51659/5111/5710/81620/5692/5686/5687/5699/5696/5720/5721/5698,78
SEPARATION OF SISTER CHROMATIDS,SEPARATION OF SISTER CHROMATIDS,155,-0.664714966608693,-2.52685691739144,1e-10,4.28145161290323e-09,2.73938879456706e-09,2893,tags=55%, list=22%, signal=44%,51433/7514/9491/79003/701/5695/5905/8655/55055/5700/5716/5693/5682/57122/8243/10726/9861/1058/11243/5528/2491/54821/5719/7311/51434/5688/55143/64105/80776/699/81930/5690/57405/1062/51143/5702/64946/9735/113130/83540/10393/9700/5717/5715/11130/23421/55166/10213/11065/5713/5706/51529/91687/147841/5694/5685/220134/991/79980/5683/7324/55839/10403/4085/5691/5689/9184/5347/9232/11004/5684/5701/332/79023/9212/79019/79902/5710/5692/5686/5687/5699/5696/5720/5721/5698,86
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS,APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS,82,-0.735582157952425,-2.52153371616025,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=52%, list=14%, signal=46%,5719/7311/51434/5688/1017/5690/5702/10393/5717/5715/10213/11065/5713/5706/51529/5694/983/5685/991/5683/4751/7324/4085/5691/5689/9184/5347/26271/9232/5684/5701/891/890/9212/5710/5692/5686/5687/5699/5696/5720/5721/5698,43
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,163,-0.646728996193249,-2.51909384784628,1e-10,4.28145161290323e-09,2.73938879456706e-09,1526,tags=40%, list=11%, signal=36%,81930/5690/1062/51143/5702/3551/5717/5715/10213/3119/5713/51128/5706/5694/24137/5685/285643/3117/6456/3118/3135/29127/5683/3835/2207/5691/5689/11004/653361/1211/5684/5701/6892/1535/11258/1520/3115/972/3127/3111/5710/3123/8673/3109/3113/5692/3122/10437/5686/567/5687/3107/3133/3106/3108/5699/3112/3105/3902/3134/6891/5696/5720/6890/5721/5698,66
DEFENSE RESPONSE TO VIRUS,DEFENSE RESPONSE TO VIRUS,93,-0.724938026114251,-2.51166129966226,1e-10,4.28145161290323e-09,2.73938879456706e-09,1445,tags=47%, list=11%, signal=42%,146857/7268/684/200315/4600/6039/200316/91543/8519/25939/4343/5551/7098/6035/140564/4940/84166/4599/4939/5970/24138/3428/56915/164668/10084/2537/3660/3669/3665/4938/10964/8638/3433/3437/3429/60489/3434/9636/64108/6772/5366/64135/5359/3659,44
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,182,-0.642435150196324,-2.50516694231812,1e-10,4.28145161290323e-09,2.73938879456706e-09,2979,tags=56%, list=22%, signal=44%,2879/1528/9167/4696/529/581/8050/27429/34/1431/4719/4702/4190/593/1666/4707/23479/8992/10935/4714/2110/56993/7384/10312/6183/10989/3418/9296/1327/2395/4700/6834/5264/4711/3052/26519/10939/6391/5435/4191/51318/4728/1892/26517/3421/4710/4701/6392/8402/6832/23530/1340/4713/211/2271/26521/26520/4720/10063/6390/1351/1337/9131/64960/10975/64981/4704/27089/4706/4709/5160/2108/7419/64963/4726/9377/4723/4717/29088/4729/4718/4695/4694/4708/374291/1349/533/292/8604/56945/10884/4722/38/4712/8802/1329/29796/1347/65003/10651/3028/7386,102
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN,ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN,167,-0.647419181743631,-2.50323829381314,1e-10,4.28145161290323e-09,2.73938879456706e-09,1526,tags=40%, list=11%, signal=36%,81930/5690/1062/51143/5702/3551/5717/5715/912/10213/3119/5713/51128/5706/5694/24137/5685/285643/3117/6456/3118/3135/29127/5683/3835/2207/5691/5689/11004/653361/1211/5684/5701/6892/1535/11258/1520/3115/972/3127/3111/5710/3123/8673/3109/3113/5692/3122/10437/5686/567/5687/3107/3133/3106/3108/5699/3112/3105/3902/3134/6891/5696/5720/6890/5721/5698,67
RESPIRATORY ELECTRON TRANSPORT,RESPIRATORY ELECTRON TRANSPORT,84,-0.722598927393157,-2.50248577927964,1e-10,4.28145161290323e-09,2.73938879456706e-09,2581,tags=71%, list=19%, signal=58%,4725/91942/4719/4702/4707/4731/4714/2110/7384/1327/4715/4700/126328/6834/4711/6391/51241/29078/55863/285521/4728/4710/4701/6392/4716/6341/1340/4713/51079/55967/4720/6390/9997/1351/1337/93058/10975/4704/27089/4706/4709/2108/4726/9377/4723/4717/4729/4718/4695/4694/4708/374291/1349/51204/4722/4712/1329/29796/7386/54539,60
G2 M CHECKPOINTS,G2 M CHECKPOINTS,118,-0.686008170480577,-2.50172052847074,1e-10,4.28145161290323e-09,2.73938879456706e-09,2414,tags=55%, list=18%, signal=46%,5716/7341/5693/5682/5985/5983/7334/9861/8317/6119/9025/2810/1763/5719/7311/5688/4176/4174/11073/1017/80010/5690/7533/5702/4173/4171/4175/8318/9088/5717/6118/5715/5984/5883/10213/5713/9156/5706/995/10926/5694/983/5685/4172/1111/5982/5683/9133/5691/5689/5932/79184/5684/5701/891/11200/5710/5692/5686/5687/5699/5696/5720/5721/5698,65
ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS,ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS,77,-0.744219975159311,-2.49344083520081,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=55%, list=14%, signal=47%,5719/7311/51434/5688/1017/5690/5702/27338/10393/5717/5715/10213/11065/5713/5706/51529/5694/983/5685/991/5683/7324/4085/5691/5689/9184/5347/26271/9232/5684/5701/891/9212/5710/5692/5686/5687/5699/5696/5720/5721/5698,42
DNA REPLICATION PRE-INITIATION,DNA REPLICATION PRE-INITIATION,75,-0.746615021916533,-2.49306645770616,1e-10,4.28145161290323e-09,2.73938879456706e-09,2125,tags=69%, list=16%, signal=59%,5716/5693/5682/9861/8317/6119/5719/7311/5427/5688/4176/54107/4174/1017/5558/5690/5702/4173/1869/4171/4175/8318/5717/6118/5715/10213/5713/56655/5706/10926/5694/5685/4172/5683/23649/5691/5689/5684/5701/5557/1870/51053/5710/81620/5692/5686/5687/5699/5696/5720/5721/5698,52
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE,SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE,80,-0.733288369035712,-2.48723404055223,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=52%, list=14%, signal=46%,5719/7311/51434/5688/4176/4174/1017/5690/5702/4173/4171/4175/10393/5717/5715/10213/11065/5713/9978/898/5706/51529/5694/5685/4172/5683/7324/5691/5689/5684/5701/890/5710/81620/5692/5686/5687/5699/5696/5720/5721/5698,42
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS,ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS,72,-0.749090266224872,-2.48578637850792,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=56%, list=14%, signal=48%,5719/7311/51434/5688/5690/5702/10393/5717/5715/10213/11065/5713/5706/51529/5694/983/5685/991/5683/4751/7324/4085/5691/5689/9184/5347/9232/5684/5701/891/890/5710/5692/5686/5687/5699/5696/5720/5721/5698,40
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.,RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.,88,-0.717405565422511,-2.47923325511511,1e-10,4.28145161290323e-09,2.73938879456706e-09,2581,tags=69%, list=19%, signal=56%,4725/91942/4719/4702/4707/4731/4714/2110/7384/9016/1327/4715/4700/126328/6834/4711/6391/51241/29078/55863/285521/4728/4710/4701/6392/4716/6341/1340/4713/51079/55967/4720/6390/9997/1351/1337/93058/10975/4704/27089/4706/4709/2108/4726/9377/4723/4717/4729/4718/4695/4694/4708/374291/1349/51204/4722/4712/1329/29796/7386/54539,61
G1 S TRANSITION,G1 S TRANSITION,123,-0.672834849299484,-2.4773040553342,1e-10,4.28145161290323e-09,2.73938879456706e-09,2166,tags=55%, list=16%, signal=47%,6241/5716/5693/5682/55957/9861/5933/5928/8317/6119/286826/5719/7311/5427/5688/4176/54107/4174/1027/1017/5558/5690/7029/5702/4173/1869/4171/4175/8318/5717/6118/5715/10213/5713/1019/898/56655/5706/10926/5694/983/5685/4172/5683/1163/23649/5691/5689/26271/7298/5684/5701/891/5557/890/7083/51053/5111/5710/81620/5692/5686/5687/5699/5696/5720/5721/5698,68
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE,REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE,76,-0.735679054602273,-2.47446222212073,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=53%, list=14%, signal=46%,5719/7311/51434/5688/1017/5690/5702/10393/5717/5715/10213/11065/5713/5706/51529/5694/983/5685/991/5683/7324/4085/5691/5689/9184/5347/26271/5684/5701/891/890/5710/5692/5686/5687/5699/5696/5720/5721/5698,40
ANTIGEN PROCESSING AND PRESENTATION,ANTIGEN PROCESSING AND PRESENTATION,194,-0.628994760924989,-2.47317401991691,1e-10,4.28145161290323e-09,2.73938879456706e-09,1526,tags=37%, list=11%, signal=33%,81930/5690/1062/51143/5702/10981/3551/5717/5715/912/10213/3119/5713/51128/5706/5694/24137/5685/285643/3117/6456/563/3118/3135/29127/5683/3835/2207/925/5691/5689/55080/11004/653361/1211/5684/5701/6892/4277/1535/11258/1520/3115/972/3127/3111/5710/3123/8673/3109/3113/5692/3122/10437/5686/567/5687/3107/3133/3106/3108/5699/3112/3105/3902/3134/6891/5696/5720/6890/5721/5698,72
RESPONSE TO INTERFERON-GAMMA,RESPONSE TO INTERFERON-GAMMA,117,-0.675838145764389,-2.47276007954473,1e-10,4.28145161290323e-09,2.73938879456706e-09,1042,tags=40%, list=8%, signal=37%,3119/3662/10346/8519/3117/3118/3135/2634/10475/6672/4940/4939/3717/7726/51667/3660/2643/3594/6355/834/6352/3115/3665/4938/8638/3965/6846/3127/115362/3123/2633/3113/4261/3122/6772/10437/567/6737/3107/3133/3106/10537/10379/3105/3134/3659/115361,47
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS,APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS,71,-0.746848625042193,-2.47216220061988,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=55%, list=14%, signal=48%,5719/7311/51434/5688/5690/5702/10393/5717/5715/10213/11065/5713/5706/51529/5694/983/5685/991/5683/4751/7324/4085/5691/5689/9184/9232/5684/5701/891/890/5710/5692/5686/5687/5699/5696/5720/5721/5698,39
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN,ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN,176,-0.640611403257008,-2.47120290794715,1e-10,4.28145161290323e-09,2.73938879456706e-09,1526,tags=39%, list=11%, signal=35%,81930/5690/1062/51143/5702/3551/5717/5715/10213/3119/5713/51128/5706/5694/24137/5685/285643/3117/6456/563/3118/3135/29127/5683/3835/2207/5691/5689/55080/11004/653361/1211/5684/5701/6892/4277/1535/11258/1520/3115/972/3127/3111/5710/3123/8673/3109/3113/5692/3122/10437/5686/567/5687/3107/3133/3106/3108/5699/3112/3105/3902/3134/6891/5696/5720/6890/5721/5698,69
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY,MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY,67,-0.756373044988184,-2.46811894012519,1e-10,4.28145161290323e-09,2.73938879456706e-09,2902,tags=82%, list=22%, signal=65%,4696/28976/25813/4725/91942/4719/83943/4702/4707/4731/4714/4715/4700/126328/6834/4711/51241/131474/29078/55863/285521/4728/4710/644096/4701/4716/6341/4713/79072/51079/617/55967/84275/54949/4720/10063/9997/9131/4704/4706/4709/4726/4723/4717/4729/4718/4695/4694/4708/374291/55572/4722/4712/29796/54539,55
TRANSLATIONAL ELONGATION,TRANSLATIONAL ELONGATION,103,-0.70187547467117,-2.46242493065324,1e-10,4.28145161290323e-09,2.73938879456706e-09,2405,tags=68%, list=18%, signal=56%,51642/29904/90480/92259/51263/63931/64975/64432/28977/64965/6183/51021/65993/60678/26589/7818/51650/64983/57129/51258/51318/28957/64976/84545/28998/55052/51264/63875/64979/6182/128308/116541/54998/51253/740/64960/7284/116540/64981/219927/64963/6150/29093/54952/51081/118487/51649/54676/29088/64951/79590/54460/122704/64949/51073/65005/51023/56945/10884/64978/28973/51373/64968/29074/10102/51069/65003/55168/54948/64928,70
ER-PHAGOSOME PATHWAY,ER-PHAGOSOME PATHWAY,79,-0.726991887988037,-2.4586161448931,1e-10,4.28145161290323e-09,2.73938879456706e-09,1834,tags=51%, list=14%, signal=44%,5719/7311/5688/8517/695/5690/5702/3551/5717/5715/10213/5713/5706/5694/5685/3135/5683/5691/5689/5684/5701/6892/5710/8673/5692/5686/567/5687/3107/3133/3106/5699/3105/3134/6891/5696/5720/6890/5721/5698,40
