"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","formation of cytoplasmic translation initiation complex","GO:0001732","false","0.00009524015009666074","4.021179928826795","15","422","6","16307","EIF3E,EIF3L,EIF3H,EIF3D,EIF2S2,EIF3M"
"GO:BP","maturation of LSU-rRNA","GO:0000470","false","0.00042956698461898757","3.3669691047498023","28","422","7","16307","RPL10A,URB1,RPL35,RPL7A,NSA2,NIFK,BOP1"
"GO:BP","formation of translation preinitiation complex","GO:0001731","false","0.0005957598498892213","3.2249287685917905","12","422","5","16307","RPL13A,EIF2S3,EIF4B,EIF2D,EIF2S2"
"GO:BP","regulation of signal transduction by p53 class mediator","GO:1901796","true","0.0013803573565923546","2.8600084658414993","89","422","11","16307","MYC,RPL5,RPL23,RPL26,PRKN,RRS1,PRMT5,RPL37,BOP1,RPS7,NOP53"
"GO:BP","positive regulation of translation","GO:0045727","false","0.0017117498501957214","2.766559701468048","126","422","13","16307","MYC,EIF3E,NPM1,EEF2,RPL5,EIF2S3,RPS4X,RPL26,MRPS27,NCK2,PABPC1,EIF3D,NAT10"
"GO:BP","maturation of SSU-rRNA","GO:0030490","false","0.0017558595028892329","2.755510237610464","47","422","8","16307","RPS8,RPS21,RPS14,IMP4,RPS16,RRS1,NOB1,NAT10"
"GO:BP","regulation of translational initiation","GO:0006446","false","0.0019971971052810135","2.6995790720788713","77","422","10","16307","ATF4,RPL13A,EIF3E,CTIF,NPM1,EIF4EBP1,EIF4B,NCK2,EIF3H,BZW2"
"GO:BP","signal transduction by p53 class mediator","GO:0072331","false","0.0073458212368783605","2.133959644569807","146","422","13","16307","FHIT,MYC,RPL5,RPL23,RPL26,PRKN,RRS1,MYBBP1A,PRMT5,RPL37,BOP1,RPS7,NOP53"
"GO:BP","positive regulation of intrinsic apoptotic signaling pathway","GO:2001244","true","0.008208161423751236","2.085754111204597","44","422","7","16307","MYC,RACK1,RPL26,NUPR1,RPS3,NCK2,RPS7"
"GO:BP","positive regulation of amide metabolic process","GO:0034250","false","0.008748253261666285","2.058078652640342","149","422","13","16307","MYC,EIF3E,NPM1,EEF2,RPL5,EIF2S3,RPS4X,RPL26,MRPS27,NCK2,PABPC1,EIF3D,NAT10"
"GO:BP","nucleobase metabolic process","GO:0009112","true","0.013128391610852334","1.8817884770573707","22","422","5","16307","SHMT2,PAICS,ADK,DPYD,CAD"
"GO:BP","RNA modification","GO:0009451","true","0.018774589796824597","1.7264295430546435","162","422","13","16307","CDKAL1,AARS1,FTO,FBL,THG1L,PUS7,DIMT1,DKC1,PUS1,DUS3L,METTL1,NAT10,TRMT1"
"GO:BP","regulation of phosphatidylcholine metabolic process","GO:0150172","true","0.018864782607623646","1.7243481951199402","6","422","3","16307","SCARB1,LDLR,ACSL3"
"GO:BP","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator","GO:1902255","false","0.018864782607623646","1.7243481951199402","6","422","3","16307","MYC,RPL26,RPS7"
"GO:BP","purine nucleobase metabolic process","GO:0006144","false","0.02036556108100115","1.6911036203913399","14","422","4","16307","SHMT2,PAICS,ADK,DPYD"
"GO:BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","GO:0000463","false","0.02036556108100115","1.6911036203913399","14","422","4","16307","URB1,RPL35,NIFK,BOP1"
"GO:BP","fatty-acyl-CoA metabolic process","GO:0035337","false","0.021839272900062923","1.6607618247927123","38","422","6","16307","ELOVL6,ACACA,ELOVL5,ACSL3,ACSL4,FITM2"
"GO:BP","fatty-acyl-CoA biosynthetic process","GO:0046949","true","0.021839272900062923","1.6607618247927123","25","422","5","16307","ELOVL6,ACACA,ELOVL5,ACSL3,ACSL4"
"GO:BP","sulfur compound biosynthetic process","GO:0044272","false","0.029012565290974502","1.5374138691821944","150","422","12","16307","HS3ST2,GGT5,EXT1,ELOVL6,HS6ST1,ACACA,ELOVL5,ACSL3,MTAP,ST3GAL3,HS2ST1,ACSL4"
"GO:BP","mitotic nuclear membrane disassembly","GO:0007077","true","0.029797278263216743","1.525823403348212","7","422","3","16307","PRKCA,PRKCB,NEK6"
"GO:BP","positive regulation of signal transduction by p53 class mediator","GO:1901798","false","0.02992725495867096","1.5239331164700216","27","422","5","16307","MYC,RPL23,RPL26,RPL37,RPS7"
"GO:BP","negative regulation of proteolysis involved in protein catabolic process","GO:1903051","true","0.03472540660201444","1.4593526603786153","58","422","7","16307","FHIT,RPL5,RPL23,OPHN1,EIF3H,RPS7,NOP53"
"GO:BP","translational elongation","GO:0006414","true","0.037004993800453884","1.431739664213099","43","422","6","16307","EEF1B2,RACK1,EEF2,DPH2,EEFSEC,EEF1A1"
"GO:BP","negative regulation of ubiquitin-dependent protein catabolic process","GO:2000059","false","0.037004993800453884","1.431739664213099","43","422","6","16307","FHIT,RPL5,RPL23,EIF3H,RPS7,NOP53"
"GO:BP","negative regulation of translation","GO:0017148","false","0.03948256654734577","1.4035946239578019","158","422","12","16307","ATF4,RPL13A,EIF3E,RACK1,FTO,DIS3L2,EIF4EBP1,PUS7,RPS3,PABPC1,DCPS,EPRS1"
"GO:BP","long-chain fatty-acyl-CoA biosynthetic process","GO:0035338","false","0.04675277006558603","1.3301926524158765","18","422","4","16307","ELOVL6,ELOVL5,ACSL3,ACSL4"
"KEGG","Ribosome","KEGG:03010","false","2.8049463764209805e-40","39.552075436955796","153","249","53","8091","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RSL24D1,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,MRPL3,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7,MRPL24"
"KEGG","Aminoacyl-tRNA biosynthesis","KEGG:00970","false","4.565507975726824e-7","6.34051089419066","44","249","12","8091","FARS2,AARS1,IARS1,WARS2,TARS1,LARS1,MARS1,YARS1,FARSB,GARS1,EPRS1,VARS1"
"KEGG","Fatty acid metabolism","KEGG:01212","false","0.0037213010608687204","2.4293051932450807","57","249","9","8091","ELOVL6,FADS1,FASN,SCD,ACACA,ELOVL5,ACSL3,FADS2,ACSL4"
"REAC","L13a-mediated translational silencing of Ceruloplasmin expression","REAC:R-HSA-156827","false","6.149840660498708e-59","58.21113613644615","112","313","59","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,EIF3E,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,EIF2S3,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,EIF4B,RPS12,RPS3,EIF3L,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,EIF3H,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,EIF3D,RPL36,RPLP0,RPL24,EIF2S2,RPL35A,FAU,EIF3M,RPS7"
"REAC","Eukaryotic Translation Initiation","REAC:R-HSA-72613","false","1.2000107086027436e-58","57.9208148783971","120","313","60","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,EIF3E,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,EIF4EBP1,RPL7A,RPL5,RPS2,RPL31,EIF2S3,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,EIF4B,RPS12,RPS3,EIF3L,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,EIF3H,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,EIF3D,RPL36,RPLP0,RPL24,EIF2S2,RPL35A,FAU,EIF3M,RPS7"
"REAC","Cap-dependent Translation Initiation","REAC:R-HSA-72737","false","1.2000107086027436e-58","57.9208148783971","120","313","60","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,EIF3E,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,EIF4EBP1,RPL7A,RPL5,RPS2,RPL31,EIF2S3,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,EIF4B,RPS12,RPS3,EIF3L,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,EIF3H,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,EIF3D,RPL36,RPLP0,RPL24,EIF2S2,RPL35A,FAU,EIF3M,RPS7"
"REAC","GTP hydrolysis and joining of the 60S ribosomal subunit","REAC:R-HSA-72706","false","1.3771787392687357e-57","56.86100969050523","113","313","58","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,EIF3E,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,EIF2S3,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,EIF4B,RPS12,RPS3,EIF3L,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,EIF3H,RPLP2,RPS29,RPS13,RPL37,RPL6,EIF3D,RPL36,RPLP0,RPL24,EIF2S2,RPL35A,FAU,EIF3M,RPS7"
"REAC","Formation of a pool of free 40S subunits","REAC:R-HSA-72689","false","3.1197782315182045e-56","55.50587627657483","102","313","55","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,EIF3E,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,EIF3L,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,EIF3H,RPLP2,RPS29,RPS13,RPL37,RPL6,EIF3D,RPL36,RPLP0,RPL24,RPL35A,FAU,EIF3M,RPS7"
"REAC","Eukaryotic Translation Elongation","REAC:R-HSA-156842","false","1.3602161395343704e-55","54.86639207637329","94","313","53","10777","RPL29,EEF1B2,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,EEF2,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,EEF1A1,FAU,RPS7"
"REAC","Peptide chain elongation","REAC:R-HSA-156902","false","2.4279122789826197e-55","54.61476700847076","90","313","52","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,EEF2,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,EEF1A1,FAU,RPS7"
"REAC","Response of EIF2AK4 (GCN2) to amino acid deficiency","REAC:R-HSA-9633012","false","9.594043040553575e-55","54.01799833754482","102","313","54","10777","RPL29,ATF4,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,TRIB3,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,EIF2S3,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,EIF2S2,RPL35A,FAU,RPS7"
"REAC","Selenoamino acid metabolism","REAC:R-HSA-2408522","false","1.215052299923231e-53","52.9154050281733","117","313","56","10777","RPL29,AHCY,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,IARS1,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,LARS1,RPS4X,MARS1,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,EEFSEC,RPL36,RPLP0,RPL24,RPL35A,EPRS1,FAU,RPS7"
"REAC","Selenocysteine synthesis","REAC:R-HSA-2408557","false","2.1023023520116365e-52","51.67730482381332","94","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,EEFSEC,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Viral mRNA Translation","REAC:R-HSA-192823","false","4.348508179084391e-52","51.36165970872652","90","313","50","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","REAC:R-HSA-975956","false","7.80433162020297e-52","51.10766428492535","96","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Eukaryotic Translation Termination","REAC:R-HSA-72764","false","7.593944048654232e-51","50.11953260701848","94","313","50","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","SRP-dependent cotranslational protein targeting to membrane","REAC:R-HSA-1799339","false","1.1467435471005062e-48","47.940533695029885","113","313","52","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,SRPRB,FAU,RPS7,SEC11A"
"REAC","Nonsense-Mediated Decay (NMD)","REAC:R-HSA-927802","false","1.8195371197374653e-46","45.74003908009824","116","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","REAC:R-HSA-975957","false","1.8195371197374653e-46","45.74003908009824","116","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Cellular response to starvation","REAC:R-HSA-9711097","false","9.082880543400218e-44","43.04177639754599","157","313","55","10777","RPL29,ATF4,RPL34,RPTOR,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,TRIB3,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,EIF2S3,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,EIF2S2,RPL35A,FAU,RPS7"
"REAC","rRNA processing in the nucleus and cytosol","REAC:R-HSA-8868773","false","2.498188422150787e-43","42.602374808710366","192","313","59","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,IMP4,RPL22,FBL,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,NOL6,RPS16,RPL22L1,DIMT1,RPS12,RPS3,DDX21,RPL8,RPL18,NOB1,RPS15A,DKC1,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,NAT10,RPL24,RPL35A,FAU,BOP1,RPS7"
"REAC","Influenza Viral RNA Transcription and Replication","REAC:R-HSA-168273","false","7.768867469508107e-43","42.10964228719549","133","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,IPO5,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Major pathway of rRNA processing in the nucleolus and cytosol","REAC:R-HSA-6791226","false","4.133666558070073e-41","40.38366455863052","182","313","56","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,IMP4,RPL22,FBL,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,NOL6,RPS16,RPL22L1,RPS12,RPS3,DDX21,RPL8,RPL18,NOB1,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,BOP1,RPS7"
"REAC","Influenza Infection","REAC:R-HSA-168255","false","1.8883208965051634e-39","38.723924200854036","152","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,IPO5,RPS11,RPS24,RPLP2,RPS29,RPS13,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Regulation of expression of SLITs and ROBOs","REAC:R-HSA-9010553","false","1.5158636521896526e-36","35.819339860554024","171","313","51","10777","RPL29,RPL34,RPL10A,RPL3,RPS17,RPS8,RPL13A,RPL14,RPS21,RPL32,RPL10,RPL15,RPS14,RPL27A,RPL12,RPL35,RPS5,RPS6,RPL22,RPS23,RPL7A,RPL5,RPS2,RPL31,RPL4,RPS4X,RPL23,RPL26,RPL13,RPS16,RPL22L1,RPS12,RPS3,RPL8,RPL18,RPS15A,RPL37A,RPS11,RPS24,RPLP2,RPS29,RPS13,PABPC1,RPL37,RPL6,RPL36,RPLP0,RPL24,RPL35A,FAU,RPS7"
"REAC","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REAC:R-HSA-72662","false","1.262078337799505e-27","26.898913687391286","60","313","29","10777","RPS17,RPS8,EIF3E,RPS21,RPS14,RPS5,RPS6,RPS23,EIF4EBP1,RPS2,EIF2S3,RPS4X,RPS16,EIF4B,RPS12,RPS3,EIF3L,RPS15A,RPS11,RPS24,EIF3H,RPS29,RPS13,PABPC1,EIF3D,EIF2S2,FAU,EIF3M,RPS7"
"REAC","Translation initiation complex formation","REAC:R-HSA-72649","false","2.214546474844596e-26","25.65471520110658","59","313","28","10777","RPS17,RPS8,EIF3E,RPS21,RPS14,RPS5,RPS6,RPS23,RPS2,EIF2S3,RPS4X,RPS16,EIF4B,RPS12,RPS3,EIF3L,RPS15A,RPS11,RPS24,EIF3H,RPS29,RPS13,PABPC1,EIF3D,EIF2S2,FAU,EIF3M,RPS7"
"REAC","Formation of the ternary complex, and subsequently, the 43S complex","REAC:R-HSA-72695","false","3.0647284369035237e-25","24.51360800192186","52","313","26","10777","RPS17,RPS8,EIF3E,RPS21,RPS14,RPS5,RPS6,RPS23,RPS2,EIF2S3,RPS4X,RPS16,RPS12,RPS3,EIF3L,RPS15A,RPS11,RPS24,EIF3H,RPS29,RPS13,EIF3D,EIF2S2,FAU,EIF3M,RPS7"
